Title,Name,Type.of.name,Role,All.names,Dates.associated.with.name,Date.of.publication ,Country.of.publication,Place.of.publication,City,Colony.Name,Continent,Publisher,Edition,Languages,Type.of.resource,Content.type,Material type,Uniform title,﻿BL.record.ID,URL,BL shelfmark,ARK,,
"The Vancouver Island Pilot, etc. (Supplement.)","Great Britain, Hydrographic Department",organisation,N/A,"Great Britain, Hydrographic Department [organisation]",N/A,1864,England,London,Unspecified,"British Columbia, Canada",America,Hydrographic Office,N/A,English,Monograph,Text,Online resource,Sailing Directions. Vancouver Island,014885296,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000017CC4,Digital Store 10496.i.6,ark:/81055/vdc_000000017CC4,N/A,N/A
Vancouver Island Pilot ...,"Richards, G.H.",person,N/A,"Richards, George Henry, Sir, k.c.b [person] ; Great Britain, Hydrographic Department [organisation]",N/A,1861,England,London,Unspecified,"British Columbia, Canada",America,Hydrographic Office,N/A,English,Monograph,Text,Online resource,Sailing Directions. Vancouver Island,014810084,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000344C4,Digital Store 10496.i.5,ark:/81055/vdc_0000000344C4,N/A,N/A
"The Africa pilot south and east coasts of Africa from the Cape of Good Hope to Cape Guardafui, including the islands in Mozambique channel. Part III","De Horsey, Algernon",person,N/A,"Great Britain, Hydrographic Office [organisation] ; De Horsey, Algernon, 1827-1922 [person]",1827-1922,1884,England,London,Unspecified,Cape of Good Hope,Africa,Hydrographic Office,Fourth Edition,English,Monograph,Text,Online resource,N/A,014810008,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000053532,Digital Store 10496.e.13***,ark:/81055/vdc_000000053532,N/A,N/A
"The Africa pilot South and east coasts of Africa, from the Cape of Good Hope to Ras Asīr (Cape Guardafui) including the Comoro islands. Part III","De Horsey, Algernon",person,N/A,"De Horsey, Algernon, 1827-1922 [person]",1827-1922,1897,England,London,Unspecified,Cape of Good Hope,Africa,Hydrographic Office,Sixth Edition,English,Monograph,Text,Online resource,N/A,014810009,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000052098,Digital Store 10496.e.14**,ark:/81055/vdc_000000052098,N/A,N/A
"The African Pilot for the south and east coasts of Africa from the Cape of Good Hope to Cape Guardafui, including the islands in the Mozambique channel. Part III","De Horsey, Algernon",person,N/A,"De Horsey, Algernon, 1827-1922 [person]",1827-1922,1865,England,London,Unspecified,Cape of Good Hope,Africa,Hydrographic Office,Second Edition,English,Monograph,Text,Online resource,N/A,014810007,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000003407A,Digital Store 10496.e.11**,ark:/81055/vdc_00000003407A,N/A,N/A
"The African pilot for the south and east coasts of Africa from the Cape of Good Hope to Cape Guardafui, including the islands in the Mozambique channel. Part III","De Horsey, Algernon",person,N/A,"Great Britain, Hydrographic Office [organisation] ; De Horsey, Algernon, 1827-1922 [person]",1827-1922,1864,England,London,Unspecified,Cape of Good Hope,Africa,Hydrographic Office,N/A,English,Monograph,Text,Online resource,N/A,014810006,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000034074,Digital Store 10496.e.10**,ark:/81055/vdc_000000034074,N/A,N/A
Africa pilot or sailing directions for the west coast of Africa. Part II. From the River Cameroon to the Cape of Good Hope,unknown,organisation,N/A,"Great Britain, Hydrographic Office [organisation]",N/A,1893,England,London,Unspecified,Cape of Good Hope,Africa,Hydrographic Office,Fourth Edition,English,Monograph,Text,Online resource,N/A,014810005,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000035094,Digital Store 10496.e.13**,ark:/81055/vdc_000000035094,N/A,N/A
"Annual Report of the Superintendent of the Geological Survey of India and Director of the Geological Museum, Calcutta, 1858-59 (-1866-67)","India, Geological Survey",organisation,N/A,"India, Geological Survey [organisation]",N/A,1861,India,Calcutta,Unspecified,India,Asia,N/A,Another Edition,English,Monograph,Text,Online resource,N/A,014814150,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005DB28,Digital Store 7107.ee.30,ark:/81055/vdc_00000005DB28,N/A,N/A
African pilot. Part II. From the River Cameroon to the Cape of Good Hope,unknown,unknown,N/A,N/A,N/A,1875,England,London,Unspecified,Cape of Good Hope,Africa,Hydrographic Office,Second Edition,English,Monograph,Text,Online resource,N/A,014810004,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000035022,Digital Store 10496.e.11*,ark:/81055/vdc_000000035022,N/A,N/A
"First impressions, or, a day in India. A letter from an Assistant Surgeon, lately arrived in Calcutta",India,organisation,N/A,"India [organisation] ; Turner, Gurney [person]",N/A,1841,England,Yarmouth,Unspecified,India,Asia,N/A,N/A,English,Monograph,Text,Online resource,Appendix,014784777,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005A74A,Digital Store 1046.d.12,ark:/81055/vdc_00000005A74A,N/A,N/A
"Handbook of India and Egypt, comprising the Narrative of a Journey from Calcutta to England, by way of ... Bombay and Egypt: and Hints for passengers by that and other overland routes to the three Presidencies of India",India,organisation,N/A,India [organisation],N/A,1842,England,London,Bombay,India,Asia,N/A,Second Edition,English,Monograph,Text,Online resource,Appendix,014814155,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005D5F4,Digital Store 1298.h.6,ark:/81055/vdc_00000005D5F4,N/A,N/A
"Sketches of India; or, Observations descriptive of the Scenery, in Bengal. With notes on the Cape of Good-Hope and St. Helena",India,organisation,N/A,India [organisation],N/A,1816,England,London,Unspecified,"Cape of Good Hope, India","Asia, Africa",N/A,N/A,English,Monograph,Text,Online resource,Appendix,014814160,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005D8AC,Digital Store 1046.k.17,ark:/81055/vdc_00000005D8AC,N/A,N/A
"The Popular Overland Guide. Hints to travellers by the Overland route to India, Australia, and China, viâ Marseilles and Southampton, etc",India,organisation,N/A,India [organisation],N/A,1861,England,London,Unspecified,Australia,Oceania,N/A,N/A,English,Monograph,Text,Online resource,Appendix,014814159,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000034AEE,Digital Store 10055.c.13,ark:/81055/vdc_000000034AEE,N/A,N/A
"The New Zealand Pilot : from surveys made in H.M. Ships Acheron and Pandora, Captain J. Lort Stokes, and Commander Byron Drury","Richards, G.H",person,N/A,"Richards, G. H. (George Henry) [person] ; Great Britain, Hydrographic Department [organisation] ; Evans, F. J. (Frederick John), 1815-1885 [person]",N/A,1859,England,London,Unspecified,New Zealand,Oceania,"Hydrographic Office, Admiralty",Second Edition,English,Monograph,Text,Online resource,N/A,014810060,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000343F8,Digital Store 10496.gg.2,ark:/81055/vdc_0000000343F8,N/A,N/A
"The Famous Tragedy of the Rich Jew of Malta. As it was playd before the King and Queene, in His Majesties Theatre at White-Hall, etc","Marlowe, Christopher",person,N/A,"Marlowe, Christopher, 1564-1593 [person] ; Heywood, Thomas, approximately 1574-1641 [person]",1564-1593,1633,England,London,Unspecified,Malta,Europe,I. B. for Nicholas Vavasour,N/A,English,Monograph,Text,Online resource,Appendix ; Single Works. The Jew of Malta,014818428,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000002D6FC,Digital Store 644.e.70,ark:/81055/vdc_00000002D6FC,N/A,N/A
"Sailing Directory for the Island of Newfoundland, etc","Imray, James Frederick",person,N/A,"Imray, James F. (James Frederick), approximately 1829-1891 [person]",1829-1891,1873,England,London,Unspecified,"British Columbia, Canada",America,N/A,N/A,English,Monograph,Text,Online resource,N/A,014814138,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000003414C,Digital Store 10496.b.3,ark:/81055/vdc_00000003414C,N/A,N/A
The Bay of Bengal Pilot. A nautical directory ...,"Imray, James Frederick",person,N/A,"Imray, James F. (James Frederick), approximately 1829-1891 [person]",1829-1891,1879,England,London,Unspecified,Bengal,Asia,N/A,N/A,English,Monograph,Text,Online resource,N/A,014814132,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005C118,Digital Store 10496.d.7,ark:/81055/vdc_00000005C118,N/A,N/A
"An Account descriptive of the Island of Nevis, West Indies","Iles, John Alexander Burke",person,N/A,"Iles, John Alexander Burke [person]",N/A,1871,England,Norwich,Unspecified,West Indies,America,N/A,N/A,English,Monograph,Text,Online resource,N/A,014912416,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000001F2BA,Digital Store 10470.i.7,ark:/81055/vdc_00000001F2BA,N/A,N/A
"An Account of the Island of Jersey: containing a compendium of its ecclesiastical, civil and military history. ... with engravings and a map, etc","Plees, W.",person,N/A,"Plees, W. [person]",N/A,1817,England,Southampton,Unspecified,Isle of Jersey,Europe,I. Fletcher,N/A,English,Monograph,Text,Online resource,N/A,014827508,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000000EAC,Digital Store 010358.l.71 ; Digital Store 10353.l.25,ark:/81055/vdc_000000000EAC,N/A,N/A
"Travels and adventures in Canada and the Indian territories, between the years 1760 and 1776 [With a portrait.]","Henry, Alexander",person,N/A,"Henry, Alexander, Fur Trader, the Elder [person]",N/A,1809,United States of America,New York,Unspecified,Canada,America,I. Riley,N/A,English,Monograph,Text,Online resource,N/A,014813131,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000145BC,Digital Store 010470.m.3 ; Digital Store 980.g.24,ark:/81055/vdc_0000000145BC,N/A,N/A
"New Zealand; or Zealandia, the Britain of the South","Hursthouse, Charles Flinders",person,N/A,"Hursthouse, Charles Flinders [person]",N/A,1857,England,London,Unspecified,New Zealand,Oceania,N/A,N/A,English,Monograph,Text,Online resource,N/A,014872019,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000014AA8,Digital Store 10491.d.12,ark:/81055/vdc_000000014AA8,N/A,N/A
"The Climates, Productions, and Resources of Canada","Hurlbert, J. Beaufort",person,N/A,"Hurlbert, J. Beaufort [person]",N/A,1872,Canada,Montreal,Unspecified,Canada,America,N/A,N/A,English,Monograph,Text,Online resource,N/A,014872017,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000012F42,Digital Store 10470.dd.5,ark:/81055/vdc_000000012F42,N/A,N/A
"The Collegiate Church and Parish of S. Mary, Port Elizabeth. A record of parochial history from A.D. 1826 to A.D. 1892",Collegiate Church and Parish of St. Mary ,organisation,N/A,Collegiate Church and Parish of St. Mary (Port Elizabeth) [organisation],N/A,1892,South Africa,Port Elizabeth,Port Elizabeth,South Africa,Africa,"Impey, Walton",N/A,English,Monograph,Text,Online resource,N/A,014827630,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005B458,Digital Store 10098.l.12,ark:/81055/vdc_00000005B458,N/A,N/A
"Calcutta in days of yore. The memoirs of Asiaticus; or, Ecclesiastical ... and historical sketches respecting Bengal. Reprinted from the Indian Daily News, etc",unknown,unknown,N/A,N/A,N/A,1869,India,Calcutta,Calcutta,India,Asia,'Indian Daily News' Steam Press,N/A,English,Monograph,Text,Online resource,N/A,014804254,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000003577E,Digital Store 10058.bb.13. (4.),ark:/81055/vdc_00000003577E,N/A,N/A
"The Aden Handbook: a summary of useful information regarding the settlement. Guide du voyageur à Aden: renseignements et tarifs, etc","Hunter, Frederick Mercer",person,N/A,"Hunter, Frederick Mercer [person]",N/A,1873,England,London,Aden,Aden,Asia,N/A,N/A,English,Monograph,Text,Online resource,N/A,014622871,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000354CC,Digital Store 10057.bbb.13,ark:/81055/vdc_0000000354CC,N/A,N/A
"The Economic Geology of Jamaica ... A paper read before the Institute of Jamaica, etc","Nicholas, Francis C.",person,N/A,"Nicholas, Francis C. [person]",N/A,1899,Jamaica,Kingston,Unspecified,Jamaica,America,Institute of Jamaica,N/A,English,Monograph,Text,Online resource,N/A,014750920,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000526F2,Digital Store 7109.h.32,ark:/81055/vdc_0000000526F2,N/A,N/A
The Little Man Island. Scenes and specimen days in the Isle of Man,"Caine, Thomas Henry Hall",person,N/A,"Caine, Thomas Henry Hall, Sir, k.b.e [person]",N/A,1894,England,Douglas,Unspecified,Isle of Man,Europe,Isle of Man Steam Packet,N/A,English,Monograph,Text,Online resource,N/A,014806645,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000009F0,Digital Store 10369.ccc.29,ark:/81055/vdc_0000000009F0,N/A,N/A
The House of Nassau: a Pindaric ode,"Hughes, John",person,poet,"Hughes, John, poet [person]",N/A,1702,England,London,Nassau,Bahamas,America,N/A,N/A,English,Monograph,Text,Online resource,Single Works,014643436,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000045C84,Digital Store 11641.h.10. (9.),ark:/81055/vdc_000000045C84,N/A,N/A
New Zealand and its Aborigines,"Brown, William",person,Member of the Legislative Council of New Zealand ,"Brown, William, Member of the Legislative Council of New Zealand [person]",N/A,1851,England,London,Unspecified,New Zealand,Oceania,J. & D. A. Darling,Second Edition,English,Monograph,Text,Online resource,N/A,014806141,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000051996,Digital Store 10007.bbb.48,ark:/81055/vdc_000000051996,N/A,N/A
"A Subaltern's Furlough: descriptive of the scenes in various parts of the United States, Upper and Lower Canada during ... 1832 ... With illustrations [and a map.]","Coke, Edward Thomas",person,N/A,"Coke, Edward Thomas [person]",N/A,1833,United States of America,New York,Unspecified,Canada,America,J. & J. Harper,Another Edition,English,Monograph,Text,Online resource,N/A,014807578,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005E650,Digital Store 1052.c.23,ark:/81055/vdc_00000005E650,N/A,N/A
"The History of Discovery in Australia, Tasmania, and New Zealand, from the earliest date to the present day ... With maps of the recent explorations","Howitt, William",person,N/A,"Howitt, William, 1792-1879 [person]",1792-1879,1865,England,"Guildford, London",Unspecified,Australia,Oceania,N/A,N/A,English,Monograph,Text,Online resource,N/A,014872001,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000012AB0,Digital Store 10491.s.5,ark:/81055/vdc_000000012AB0,N/A,N/A
"Sketches of Upper Canada. ... To which are added, Practical Details for the information of Emigrants of every Class; and some Recollections of the United States of America","Howison, John",person,N/A,"Howison, John [person]",N/A,1821,Scotland,Edinburgh,Unspecified,Canada,America,N/A,N/A,English,Monograph,Text,Online resource,N/A,014813862,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005D144,Digital Store 1052.e.6,ark:/81055/vdc_00000005D144,N/A,N/A
Reminiscences of Australia. The Diggings and the Bush,"Howell, W. May",person,N/A,"Howell, W. May, Mrs [person]",N/A,1869,England,London,Unspecified,Australia,Oceania,N/A,N/A,English,Monograph,Text,Online resource,N/A,014813850,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000003AFAA,Digital Store 12621.h.28,ark:/81055/vdc_00000003AFAA,N/A,N/A
"Letters from the West Indies; relating especially to the Danish island St. Croix, and to the British islands Antigua, Barbadoes and Jamaica","Hovey, Sylvester",person,N/A,"Hovey, Sylvester [person]",N/A,1838,United States of America,New York,Unspecified,"Antigua, Barbados, Jamaica",America,N/A,N/A,English,Monograph,Text,Online resource,N/A,014813809,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005425E,Digital Store 1431.c.6,ark:/81055/vdc_00000005425E,N/A,N/A
"Directions for sailing to and from the East Indies, China, New Holland, Cape of Good Hope, and the interjacent Ports","Horsburgh, James",person,N/A,"Horsburgh, James [person]",N/A,1809,England,London,Unspecified,Cape of Good Hope,Africa,N/A,N/A,English,Monograph,Text,Online resource,N/A,014813757,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000036198,Digital Store 982.i.12 ; Digital Store 982.i.13,ark:/81055/vdc_000000036198,N/A,N/A
"Memoires: comprising the navigation to and from China, by the China Sea, and through the various straits and channels in the Indian Archipelago; also, the navigation of Bombay Harbour","Horsburgh, James",person,N/A,"Horsburgh, James [person]",N/A,1805,England,London,Bombay,India,Asia,N/A,N/A,English,Monograph,Text,Online resource,N/A,014813758,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005AA14,Digital Store 983.e.17,ark:/81055/vdc_00000005AA14,N/A,N/A
"The India directory, or directions for sailing to and from the East Indies, China, Australia, and the interjacent ports of Africa and South America","Horsburgh, James",person,N/A,"Horsburgh, James [person]",N/A,1855,England,London,Unspecified,India,Asia,N/A,Seventh Edition,English,Monograph,Text,Online resource,N/A,015742845,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000003403E,Digital Store 10496.dd.8,ark:/81055/vdc_00000003403E,N/A,N/A
"The India Directory, or directions for sailing to and from the East Indies, China, Australia, and the interjacent ports of Africa and South America","Horsburgh, James",person,N/A,"Dunsterville, Edward [person] ; Horsburgh, James [person]",N/A,1864,England,London,Unspecified,India,Asia,N/A,Eighth Edition ,English,Monograph,Text,Online resource,N/A,015742846,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000034044,Digital Store 10496.dd.9,ark:/81055/vdc_000000034044,N/A,N/A
"The India Directory, or directions for sailing to and from the East Indies, China, Australia, and the interjacent ports of Africa and South America","Horsburgh, James",person,N/A,"Horsburgh, James [person]",N/A,1852,England,London,Unspecified,India,Asia,N/A,Sixth Edition,English,Monograph,Text,Online resource,N/A,015742844,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000034032,Digital Store 10496.dd.7,ark:/81055/vdc_000000034032,N/A,N/A
"Narrative of the Voyage of H.M. Floating Dock 'Bermuda,' from England to Bermuda. Written ... by one of those on board. Illustrated, etc",unknown,unknown,N/A,N/A,N/A,1870,England,London,Unspecified,Bermuda,America,J. B. Day,N/A,English,Monograph,Text,Online resource,N/A,014871229,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000012870,Digital Store 10470.h.10,ark:/81055/vdc_000000012870,N/A,N/A
"England and India: being impressions of persons and things English and Indian and briefe notes of visits to France, Switzerland, Italy and Ceylon","Lala Baijnath, BA.",person,N/A,N/A,N/A,1893,India,Bombay,Unspecified,India,Asia,J. B. Karani,N/A,English,Monograph,Text,Online resource,N/A,014831314,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000055068,Digital Store 10027.e.6,ark:/81055/vdc_000000055068,N/A,N/A
"Island Scenery: the Isle of Man, Isle of Wight, and the British Islands",unknown,unknown,N/A,N/A,N/A,1893,England,London,Unspecified,Isle of Man,Europe,J. B. Knapp,N/A,English,Monograph,Text,Online resource,N/A,014814275,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000000A32,Digital Store 10368.e.32 ; Digital Store 10368.e.34,ark:/81055/vdc_000000000A32,N/A,N/A
"The Sportsman's Paradise; or, the Lake Lands of Canada ... With illustrations by D. C. and H. Beard.","Watson, B. A.",person,N/A,"Watson, B. A. [person]",N/A,1888,United States of America,Philadelphia,Unspecified,Canada,America,J. B. Lippincott,Second Edition,English,Monograph,Text,Online resource,N/A,014873095,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000001484A,Digital Store 10470.h.18,ark:/81055/vdc_00000001484A,N/A,N/A
